"gói office 365 của tôi trước đây là gói e3, sao bây giờ lại là gói e1?","nhân viên ftel được cung cấp các gói email office 365 là e0, e1, e3 hoặc email exchange local. tùy theo yêu cầu công việc, cấp bậc và số lượng license còn lại, ban nhân sự sẽ quyết định việc phân bổ gói office 365 phù hợp. nếu còn thắc mắc về gói office 365 của mình thì bạn có thể liên hệ admin hoặc cán bộ hcns đơn vị."
"tôi có được cung cấp đầy đủ thông tin về quy trình chuyển đổi từ @fpt.com.vn sang @fpt.com không?
","ftel sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức foxnews. mọi hỗ trợ kỹ thuật vui lòng liên hệ qua workchat ""ftel it support"" tại https://fpt.workplace.com/chat/t/106694372414376"
"sao trong mailbox của tôi chỉ có mail năm 2023, email cũ đâu hết rồi?","các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
các dữ liệu mail của tôi có được đồng bộ từ email cũ sang email mới không?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
tài khoản cũ có còn sử dụng được nữa không ?,"email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. sau thời gian này, tài khoản cũ sẽ được thu hồi.với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. danh sách các ứng dựng có thể đăng nhập bằng account fpt.com cập nhật tại đây https://portal.fpt.com.vn/"
"toàn bộ file dữ liệu được lưu trên trang fptcloud-my.sharepoint.com, hay tài khoản o365 sẽ được đồng bộ như nào? người dùng có cần tải về backup ở máy hay không?","ngoài email, toàn bộ dữ liệu trên office365 sẽ không được tự động chuyển, bạn cần chủ động thực hiện việc chuyển đổi data này theo hướng dẫn. vui long tham khảo hướng dẫn tại đây https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/"
sau này (sau hơn 2 năm) các email gửi tới @fpt.com.vn có được gửi về @fpt.com không ạ?,"email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. sau thời gian này, tài khoản cũ sẽ được thu hồi."
cấu hình chuyển đổi fpt.com.vn sang fpt.com như thế nào?,"email fpt.com.vn sẽ được chuyển đổi sang email fpt.com trước khi bàn giao đến anh/chị. các ứng dụng khác trên office 365, anh/chị vui lòng thực hiện backup data theo như hướng dẫn đã được truyền thông trên foxnews: https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/"
cần làm gì để chuyển đổi account fpt.com.vn sang fpt.com?,"email fpt.com.vn sẽ được chuyển đổi sang email fpt.com trước khi bàn giao đến anh/chị. các ứng dụng khác trên office 365, anh/chị vui lòng thực hiện backup data theo như hướng dẫn đã được truyền thông trên foxnews: https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/"
các rule trong outlook tôi tạo đâu hết rồi?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
làm sao để chuyển dữ liệu trên trang sharepoint của nhóm?,"vui lòng tập hợp danh sách các trang sharepoint và gửi về trưởng bộ phận/đơn vị. trưởng bộ phận, đơn vị liên hệ với bộ phận it để nhận được phương án hỗ trợ."
cho em hỏi dữ liệu của onedrive trên ms vẫn được đồng bộ qua gg space đúng không ạ?,dữ liệu trên onedrive cá nhân sẽ do người dùng chủ động thực hiện chuyển đổi. hiện tại chưa có tool migrate việc phân quyền này nên người dùng tự đối chiếu phân quyền cũ và cấu hình phân quyền truy nhập file/folder cho onedrive/ google drive mới. tham khảo hướng dẫn chuyển dữ liệu onedrive sang account mới tại https://foxnews.fpt.vn/huong-dan-chuyen-doi-du-lieu-onedrive-tu-fpt-com-vn-sang-fpt-com/
sau khi đổi thì không đủ mail thì như thế nào các anh?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
"có mất mail, calendar không các anh?","các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
việc chuyển đổi có ảnh hưởng đến các hệ thống đã sử dụng account cũ không?,"với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ."
khi bấm quên mật khẩu cho các dịch vụ sử dụng bên ngoài có đăng ký bằng account fpt.com.vn thì mật khẩu có gửi về địa chỉ mail cũ không?,các mail gửi đến account cũ vẫn forward sang account mới. tuy nhiên sau khi việc chuyển đổi hoàn tất người dùng nên đổi lại account mới trên các trang đăng ký dịch vụ.
sao tôi lại bị đổi tên hu hu?,trong đợt chuyển đổi domain fpt.com lần này có khoảng 3% email sẽ bị thay đổi số thứ tự do bị trùng giữa các cttv. việc này đã được ban nhân sự và ban cntt của tập đoàn thống nhất. thông tin chính thức ftel.fhr sẽ gửi cho bạn khi bàn giao account mới.
"tôi không thích account mới, có dùng tiếp account cũ được không?","với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. danh sách các ứng dựng có thể đăng nhập bằng account fpt.com cập nhật tại đây https://portal.fpt.com.vn/"
tài khoản của tôi là gì trên hệ thống @fpt.com?,pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. password sẽ được bda gửi tự động từ hệ thống akabot-ssc (từ địa chỉ email fim.bot@fpt.com.vn). do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.
tại sao nhiều mail cũ của tôi tự nhiên lại thành trạng thái chưa đọc (unread)?,"nhiều email cũ của anh/chị bị chuyển trạng thái từ read -> unread có thể do 1 số lí do sau:
- do tính năng chuyển tiếp được tự động bật trước khi người dùng nhận được thông tin account mới để tránh bị sót mail trong quá trình chuyển đổi.
- do thay đổi cấu trúc thư mục của email, quá trình update trạng thái read/unread của mail server
- do lỗi phát sinh trong quá trình chuyển đổi từ hệ thống mail cũ sang hệ thống mail mới"
cấu trúc các thư mục trong email mới có giống với email cũ không?,"cấu trúc thư mục được giữ nguyên. tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục/hoặc xoá mail trên account cũ, hệ thống có thể không cập nhật được."
những hệ thống sử dụng email cũ có hoạt động với email mới hay không ?,"với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. danh sách các ứng dựng có thể đăng nhập bằng account fpt.com cập nhật tại đây https://portal.fpt.com.vn/"
cho em hỏi có cập nhật lại số thứ tự trong email không ạ?,trong đợt chuyển đổi domain fpt.com lần này có khoảng 3% email sẽ bị thay đổi số thứ tự do bị trùng giữa các cttv. việc này đã được ban nhân sự và ban cntt của tập đoàn thống nhất. thông tin chính thức ftel.fhr sẽ gửi cho bạn khi bàn giao account mới.
việc chuyển đổi có bị mất email cũ không?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
vpn sẽ đăng nhập bằng account nào nhỉ?,"việc login vpn bằng account fpt.com hiện tại chưa sẵn sàng, vui lòng đăng nhập vpn bằng account cũ cho đến khi có thông báo mới."
khi gặp lỗi cấu hình thì cần làm gì?,"vui lòng cung cấp thông tin cụ thể hơn. khó khăn bạn gặp phải là gì? ví dụ không đổi được mật khẩu, không gửi được email, không login được workchat..."
có hướng dẫn sử dụng workspace không các anh?,bạn muốn nói đến google workspace? hiện tại chưa có hướng dẫn nhưng sử dụng cũng đơn giản như dùng gmail bình thường thôi bạn.
có hướng dẫn sử dụng workschat/workplace không các anh?,"hướng dẫn login workplace/workchat bằng account mới:

- khi nhận được email fpt.com là bạn sẽ bị phải login workchat/workplace bằng account mới
- bạn mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account"" > “use another account” để đăng nhập thêm account mới
- bạn sẽ log in bằng account mới thành công
- bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
dữ liệu workchat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

nếu vẫn gặp khó khăn trong quá trình login workchat trên điện thoại, bạn có thể thử:
- truy cập link sau (lưu ý: trên iphone phải dùng safari, trên android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf"
"account mới dùng làm gì nhỉ, có dùng song song cả 2 được không?","bạn có thể dùng song song 2 account đến 13/9/2023. sau ngày 13/9/2023 account cũ (fpt.com.vn) sẽ không gửi ra ngoài được nữa. nếu vì lý do đặc biệt, bạn cần duy trì việc gửi ra từ account cũ, vui lòng liên hệ nhân sự để được cấp quyền (tạo ticket ssc)"
"tôi có đồng bộ danh bạ và các thiết lập email của người dùng sang tài khoản @fpt.com chưa?
","các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
tại sao có email tôi đã thả vào thư mục rồi mà nó vẫn nằm ở chỗ khác?,"cấu trúc thư mục được giữ nguyên. tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục trên account cũ, hệ thống có thể không cập nhật được."
dung lượng lưu trữ trên email mới của tôi là bao nhiêu?,dung lượng lưu trữ trên email mới tương đương với dung lượng trên email cũ
những dịch vụ nào sẽ bị ảnh hưởng sau khi chuyển email ?,tất cả những dịch vụ có sử dụng email làm phương thức xác thực đều sẽ bị ảnh hưởng bởi việc chuyển đổi này.
"tôi không đăng nhập được vào vpn bằng account mới, làm thế nào bây giờ","việc login vpn bằng account fpt.com hiện tại chưa sẵn sàng, vui lòng đăng nhập vpn bằng account cũ cho đến khi có thông báo mới."
khi có thắc mắc thì gặp ai trả lời?,"vui lòng cung cấp thông tin cụ thể hơn. khó khăn bạn gặp phải là gì? ví dụ không đổi được mật khẩu, không gửi được email, không login được workchat..."
"filter rule mail, và các thư mục có bị mất không các anh !? nếu mất thì ntn ạ","các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để tra lại các mail chưa được chuyển. phần calendar và rule mail người dùng chủ động tạo lại từ đầu."
"tôi bị đổi tên, login vào inside có đổi theo không?",inside không sử dụng account email để xác thực nên không bị ảnh hưởng.
"fpt đã thông báo đầy đủ về lịch trình chuyển đổi cho người dùng và các bên liên quan chưa?
","ftel sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức foxnews. mọi hỗ trợ kỹ thuật vui lòng liên hệ qua workchat ""ftel it support"" tại https://fpt.workplace.com/chat/t/106694372414376"
tại sao có email tôi xóa rồi sao bây giờ vẫn thấy ở đây nhỉ?,"cấu trúc thư mục được giữ nguyên. tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục/hoặc xoá mail trên account cũ, hệ thống có thể không cập nhật được."
tôi có thể sử dụng đồng thời cả email cũ và email mới không? nếu có thể thì trong bao lâu?,"email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. sau thời gian này, tài khoản cũ sẽ được thu hồi.với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ."
email và tài liệu có trên email cũ sẽ xử lý như thế nào ?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
tại sao email của tôi lại là gmail?,trong dự án chuyển đổi account fpt.com.vn sang fpt.com sẽ có một số đơn vị thuộc khối công nghệ hạ tầng sử dụng dịch vụ google workspace thay cho office 365.
nếu dữ liệu của em không đủ thì sao các anh?,"các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. phần calendar và rules filter email người dùng phải chủ động tạo lại từ đầu."
tôi không nhận được thông báo password?,pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. password sẽ được bda gửi tự động từ hệ thống akabot-ssc (từ địa chỉ email fim.bot@fpt.com.vn). do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.
fpt đã cung cấp hỗ trợ kỹ thuật cho người dùng khi gặp vấn đề về tài khoản email @fpt.com không?,"ftel sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức foxnews. mọi hỗ trợ kỹ thuật vui lòng liên hệ qua workchat ""ftel it support"" tại https://fpt.workplace.com/chat/t/106694372414376"
email cũ có gửi được ra nữa không?,"email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. sau thời gian này, tài khoản cũ sẽ được thu hồi."
tôi có thể liên hệ với ai để được giải đáp các thắc mắc liên quan đến email mới?,anh/chị có thể gửi những thắc mắc liên quan đến email mới tại hệ thống chat bot này.
"tôi không gửi được email ra bên ngoài (yahoo, gmail)","ở thời điểm hiện tại có một số policy chưa cho  phép người dùng gửi mail đến các dịch vụ mail free như yahoo, gmail. vui lòng tổng hợp danh sách các account chưa gửi được và thông tin lại cho cán bộ admin/hcns nhân sự của từng đơn vị để báo ban nhân sự liên hệ fim xử lý."
"làm thế nào để reset authenticator, otp email?","để reset authenticator của account fpt.com, anh/chị vui lòng tạo ticket trên ssc, mục reset otp email để được hỗ trợ:
https://ssc.fpt.net/secure/ssc01createticket.jspa?processid=1066&catalogid=11&issuekeys"
làm thế nào để xem email cũ (fpt.com.vn)?,"các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. trong thời gian chuyển đổi, người dùng có thể login vào account cũ để tra lại các mail chưa được chuyển. phần calendar và rule mail người dùng chủ động tạo lại từ đầu."
account mới fpt.com của tôi đăng nhập vào team không thấy gì cả?,"do đặc thù của ms teams và việc chuyển đổi này, nội dung chat của fpt và các cttv (trừ fsoft) sẽ chỉ còn ở hệ thống cũ, fpt sẽ duy trì hệ thống này tới 13/09/2023. cán bộ nhân viên chủ động copy dữ liệu về, tự tạo các group chat mới và duy trì công việc hiện tại"
sao tôi đổi password mãi không được?,"vui lòng đọc kỹ hướng dẫn đổi mật khẩu cho account fpt.com tại: https://ess.fpt.com/account/change-password
lưu ý không dùng lại mật khẩu cũ và nếu vừa đổi mật khẩu thì phải đợi 3 ngày sau mới được đổi tiếp"
tôi không muốn forward email cũ sang hòm mail mới này nữa?,"người dùng có thể dừng forward sang hòm mail mới như sau:
đăng nhập vào tài khoản outlook 365 bằng email cũ của bạn.
nhấp vào biểu tượng bánh răng ở góc trên cùng bên phải của trang và chọn ""xem tất cả các cài đặt outlook"".
chọn ""email"" ở thanh bên trái.
tìm và chọn ""chuyển tiếp"".
chọn ""tắt chuyển tiếp"" và nhấp vào nút ""lưu"" để lưu các thay đổi của bạn."
onedrive của tôi không nhìn thấy các file?,dữ liệu trên onedrive cá nhân sẽ do người dùng chủ động thực hiện chuyển đổi. hiện tại chưa có tool migrate việc phân quyền này nên người dùng tự đối chiếu phân quyền cũ và cấu hình phân quyền truy nhập file/folder cho onedrive/ google drive mới. tham khảo hướng dẫn chuyển dữ liệu onedrive sang account mới tại https://foxnews.fpt.vn/huong-dan-chuyen-doi-du-lieu-onedrive-tu-fpt-com-vn-sang-fpt-com/
tôi đổi password rồi sao không login được vào email mới?,"sau khi đổi password email, anh/chị vui lòng đợi từ 5-10 phút để hệ thống cập nhật cấu hình. nếu vẫn không login được, anh/chị vui lòng gửi thông tin đến admin/cán bộ hcns của đơn vị để nhờ hỗ trợ reset lại password email của anh/chị."
account mới của tôi không vào được sharepoint để làm việc?,"các dữ liệu trên sharepoint sẽ được chuyển sang hệ thống mới sau. trong giai đoạn này, bạn vui lòng dùng account cũ để làm việc trên sharepoint. admin của site sharepoint sẽ liên hệ với it để được hướng dẫn, hỗ trợ chuyển đổi."
cài outlook thế nào bây giờ nhỉ?,việc cài đặt outlook giống như đã làm với account fpt.com.vn cũ
tôi có thể giữ email cũ fpt.com.vn trong bao lâu,"tài email khoản cũ (@fpt.com.vn) chỉ được phép nhận email và duy trì trong 2 năm tính từ 13/9/2023. sau thời gian này, tài khoản cũ sẽ được thu hồi."
email mới login trên điện thoại không được. phải làm sao,"vui lòng đăng nhập thử trên webmail trước bằng url sau: https://portal.office.com/.
sau đó thử cấu hình lại account mới trên điện thoại."
"tôi không login được vào các ứng dụng epayment, epurchase, myfpt, ssc, ticket, scm, ftelscm...","sau khi chuyển đổi account, nếu không login được các dịch vụ/ứng dụng như epayment, epurchase, myfpt, ssc, ticket, scm, ftelscm... anh/chị vui lòng liên hệ quản trị viên của các dịch vụ/ứng dụng trên để được hỗ trợ."
hiện em vẫn chưa nhận được mail báo chuyển đổi sang domain mới. anh/chị check giúp em với ạ.,pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. password sẽ được bda gửi tự động từ hệ thống akabot-ssc (từ địa chỉ email fim.bot@fpt.com.vn). do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.
hiện tại account mới của mình không login được office 365 nhờ anh chị support giúp ạ.,"vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account""
- log in lại bằng account mới"
em nhập đúng mật khẩu mà không vào được !? liên hệ ai thế các anh,"vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account""
- log in lại bằng account mới"
"hiện tại account mới của mình không login được nhờ anh chị support giúp ạ.
","vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account""
- log in lại bằng account mới"
group mail có thay đổi ko? cần phải tạo mới group mail và xóa group fpt.com.vn ko?,"group được giữ nguyên, email được đổi đuôi sang fpt.com"
"em có 2 nhân viên vẫn chưa nhận được mail hướng dẫn chuyển đổi sang domain mới, mong team check giúp em ạ?","pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. password sẽ được bda gửi tự động từ hệ thống akabot-ssc (từ địa chỉ email fim.bot@fpt.com.vn). do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.ftel sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức foxnews. mọi hỗ trợ kỹ thuật vui lòng liên hệ qua workchat ""ftel it support"" tại https://fpt.workplace.com/chat/t/106694372414376"
hiện tại mình bị lỗi phần quét mã qr khi login account với outlook và set-up mfa cho account mới?,"vui lòng kiểm tra đúng user và password mới trước khi đăng nhập. thoát ra ngoài (nút back hoặc đóng hẳn tab của trình duyệt) và thử lại. lưu ý mã qr chỉ có hiệu lực trong 1 phút. bạn phải dùng microsoft authenticator để quét qr:
https://www.microsoft.com/en-us/security/mobile-authenticator-app"
tôi không vào được workplace?,"hướng dẫn login workplace/workchat bằng account mới:

- khi nhận được email fpt.com là bạn sẽ bị phải login workchat/workplace bằng account mới
- bạn mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account"" > “use another account” để đăng nhập thêm account mới
- bạn sẽ log in bằng account mới thành công
- bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
dữ liệu workchat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

nếu vẫn gặp khó khăn trong quá trình login workchat trên điện thoại, bạn có thể thử:
- truy cập link sau (lưu ý: trên iphone phải dùng safari, trên android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf"
mình dùng account mới để đăng nhập workplace không được (mình đã thử xóa cookie của trình duyệt vẫn không được ạ.) nên nhờ it hỗ trợ với ạ?,"hướng dẫn login workplace/workchat bằng account mới:

- khi nhận được email fpt.com là bạn sẽ bị phải login workchat/workplace bằng account mới
- bạn mở trình duyệt và truy nhập vào https://office.com/
- bấm vào avatar của bạn ở góc trên bên phải, chọn ""sign in with a different account"" > “use another account” để đăng nhập thêm account mới
- bạn sẽ log in bằng account mới thành công
- bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
dữ liệu workchat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

nếu vẫn gặp khó khăn trong quá trình login workchat trên điện thoại, bạn có thể thử:
- truy cập link sau (lưu ý: trên iphone phải dùng safari, trên android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf"
"hiện tại em đang update để add mã qr cho acc mới của linhtn25 vào authenicator nhưng khi quét mã thì thấy báo mã không hợp lệ nhờ mọi người hỗ trợ ạ?
","vui lòng kiểm tra đúng user và password mới trước khi đăng nhập. thoát ra ngoài (nút back hoặc đóng hẳn tab của trình duyệt) và thử lại. lưu ý mã qr chỉ có hiệu lực trong 1 phút. bạn phải dùng microsoft authenticator để quét qr:
https://www.microsoft.com/en-us/security/mobile-authenticator-app"
sau khi chuyển đổi doiman fpt.com.vn sang fpt.com thì em bị mất quyền vào power bi.,"sau khi chuyển đổi domain fpt.com.vn sang fpt.com mà bị mất quyền vào power bi hoặc bất kỳ ứng dụng nào khác, anh/chị vui lòng mô tả cụ thể thông tin vào ticket theo đường dẫn sau:
https://ssc.fpt.net/secure/ssc01createticket.jspa?processid=332&catalogid=11&issuekeys="
tôi muốn đổi mật khẩu hoặc unlock account thì làm thế nào?,địa chỉ trang web đổi mật khẩu và unlock account: https://ess.fpt.com
account mới của tôi là gì?,pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. password sẽ được bda gửi tự động từ hệ thống akabot-ssc (từ địa chỉ email fim.bot@fpt.com.vn). do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.
tôi có thể xem danh sách các ứng dụng đã được chuyển đổi xác thực ở đâu?,danh sách các ứng dụng đã chuyển đổi được cập nhật tại đây: https://portal.fpt.com.vn/
những ứng dụng nào đã được chuyển đổi xác thực?,danh sách các ứng dụng đã chuyển đổi được cập nhật tại đây: https://portal.fpt.com.vn/
,"dự án chuyển đổi fpt.com chính thức được triển khai từ 15/03/2023. đây là một bước tiến trong quá trình toàn cầu hoá, tăng cường vị thế trên trường quốc tế của fpt, đồng thời góp phần mang đến trải nghiệm thuận tiện cho cán bộ nhân viên và khách hàng."
đổi mật khẩu trên accoun mới như thế nào?,vui lòng xem hướng dẫn đổi mật khẩu tại đây: https://foxnews.fpt.vn/video-huong-dan-doi-mat-khau/
bật xác thực hai bước trên account mới như thế nào?,vui lòng xem hướng dẫn bật xác thực 2 bước tại đây: https://foxnews.fpt.vn/huong-dan-su-dung-xac-thuc-2-buoc-cho-tai-khoan-fpt-com/
