"Gói Office 365 của tôi trước đây là gói E3, sao bây giờ lại là gói E1?","Nhân viên FTEL được cung cấp các gói email Office 365 là E0, E1, E3 hoặc email Exchange local. Tùy theo yêu cầu công việc, cấp bậc và số lượng license còn lại, Ban Nhân sự sẽ quyết định việc phân bổ gói Office 365 phù hợp. Nếu còn thắc mắc về gói Office 365 của mình thì bạn có thể liên hệ admin hoặc cán bộ HCNS đơn vị.",
"tôi có được cung cấp đầy đủ thông tin về quy trình chuyển đổi từ @fpt.com.vn sang @fpt.com không?
","FTEL sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức FoxNews. Mọi hỗ trợ kỹ thuật vui lòng liên hệ qua WorkChat ""FTEL IT Support"" tại https://fpt.workplace.com/chat/t/106694372414376",
"sao trong mailbox của tôi chỉ có mail năm 2023, email cũ đâu hết rồi?","Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Các dữ liệu mail của tôi có được đồng bộ từ email cũ sang email mới không?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Tài khoản cũ có còn sử dụng được nữa không ?,"Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau thời gian này, tài khoản cũ sẽ được thu hồi.Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. Danh sách các ứng dựng có thể đăng nhập bằng account FPT.COM cập nhật tại đây https://portal.fpt.com.vn/",
"Toàn bộ file dữ liệu được lưu trên trang fptcloud-my.sharepoint.com, hay tài khoản O365 sẽ được đồng bộ như nào? Người dùng có cần tải về backup ở máy hay không?","Ngoài email, toàn bộ dữ liệu trên Office365 sẽ không được tự động chuyển, bạn cần chủ động thực hiện việc chuyển đổi data này theo hướng dẫn. Vui long tham khảo hướng dẫn tại đây https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/",
Sau này (sau hơn 2 năm) các email gửi tới @fpt.com.vn có được gửi về @fpt.com không ạ?,"Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau thời gian này, tài khoản cũ sẽ được thu hồi.",
cấu hình chuyển đổi fpt.com.vn sang fpt.com như thế nào?,"Email fpt.com.vn sẽ được chuyển đổi sang email fpt.com trước khi bàn giao đến anh/chị. Các ứng dụng khác trên Office 365, anh/chị vui lòng thực hiện backup data theo như hướng dẫn đã được truyền thông trên Foxnews: https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/",
Cần làm gì để chuyển đổi account fpt.com.vn sang fpt.com?,"Email fpt.com.vn sẽ được chuyển đổi sang email fpt.com trước khi bàn giao đến anh/chị. Các ứng dụng khác trên Office 365, anh/chị vui lòng thực hiện backup data theo như hướng dẫn đã được truyền thông trên Foxnews: https://foxnews.fpt.vn/category/fcc/chuyendoifpt-com/",
Các rule trong outlook tôi tạo đâu hết rồi?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
làm sao để chuyển dữ liệu trên trang sharepoint của nhóm?,"Vui lòng tập hợp danh sách các trang sharepoint và gửi về trưởng bộ phận/đơn vị. Trưởng bộ phận, đơn vị liên hệ với bộ phận IT để nhận được phương án hỗ trợ.",
Cho em hỏi dữ liệu của Onedrive trên MS vẫn được đồng bộ qua gg space đúng không ạ?,Dữ liệu trên OneDrive cá nhân sẽ do người dùng chủ động thực hiện chuyển đổi. Hiện tại chưa có tool migrate việc phân quyền này nên người dùng tự đối chiếu phân quyền cũ và cấu hình phân quyền truy nhập File/folder cho OneDrive/ Google Drive mới. Tham khảo hướng dẫn chuyển dữ liệu OneDrive sang account mới tại https://foxnews.fpt.vn/huong-dan-chuyen-doi-du-lieu-onedrive-tu-fpt-com-vn-sang-fpt-com/,
Sau khi đổi thì không đủ mail thì như thế nào các anh?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
"Có mất mail, calendar không các anh?","Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Việc chuyển đổi có ảnh hưởng đến các hệ thống đã sử dụng account cũ không?,"Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ.",
Khi bấm quên mật khẩu cho các dịch vụ sử dụng bên ngoài có đăng ký bằng account fpt.com.vn thì mật khẩu có gửi về địa chỉ mail cũ không?,Các mail gửi đến account cũ vẫn forward sang account mới. Tuy nhiên sau khi việc chuyển đổi hoàn tất người dùng nên đổi lại account mới trên các trang đăng ký dịch vụ.,
Sao tôi lại bị đổi tên hu hu?,Trong đợt chuyển đổi domain FPT.COM lần này có khoảng 3% email sẽ bị thay đổi số thứ tự do bị trùng giữa các CTTV. Việc này đã được Ban Nhân sự và Ban CNTT của tập đoàn thống nhất. Thông tin chính thức FTEL.FHR sẽ gửi cho bạn khi bàn giao account mới.,
"Tôi không thích account mới, có dùng tiếp account cũ được không?","Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. Danh sách các ứng dựng có thể đăng nhập bằng account FPT.COM cập nhật tại đây https://portal.fpt.com.vn/",thêm đường link tới danh sách các ứng dụng đã chuyển đổi
Tài khoản của tôi là gì trên hệ thống @fpt.com?,Pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. Password sẽ được BDA gửi tự động từ hệ thống Akabot-SSC (từ địa chỉ email fim.bot@fpt.com.vn). Do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.,
Tại sao nhiều mail cũ của tôi tự nhiên lại thành trạng thái chưa đọc (unread)?,"Nhiều email cũ của anh/chị bị chuyển trạng thái từ read -> unread có thể do 1 số lí do sau:
- Do tính năng chuyển tiếp được tự động bật trước khi người dùng nhận được thông tin account mới để tránh bị sót mail trong quá trình chuyển đổi.
- Do thay đổi cấu trúc thư mục của email, quá trình update trạng thái read/unread của mail server
- Do lỗi phát sinh trong quá trình chuyển đổi từ hệ thống mail cũ sang hệ thống mail mới",
Cấu trúc các thư mục trong email mới có giống với email cũ không?,"Cấu trúc thư mục được giữ nguyên. Tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục/hoặc xoá mail trên account cũ, hệ thống có thể không cập nhật được.",
Những hệ thống sử dụng email cũ có hoạt động với email mới hay không ?,"Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. Danh sách các ứng dựng có thể đăng nhập bằng account FPT.COM cập nhật tại đây https://portal.fpt.com.vn/",
Cho em hỏi có cập nhật lại số thứ tự trong email không ạ?,Trong đợt chuyển đổi domain FPT.COM lần này có khoảng 3% email sẽ bị thay đổi số thứ tự do bị trùng giữa các CTTV. Việc này đã được Ban Nhân sự và Ban CNTT của tập đoàn thống nhất. Thông tin chính thức FTEL.FHR sẽ gửi cho bạn khi bàn giao account mới.,
Việc chuyển đổi có bị mất email cũ không?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Khi gặp lỗi cấu hình thì cần làm gì?,"Vui lòng cung cấp thông tin cụ thể hơn. Khó khăn bạn gặp phải là gì? Ví dụ không đổi được mật khẩu, không gửi được email, không login được Workchat...",
Có hướng dẫn sử dụng Workspace không các anh?,Bạn muốn nói đến Google Workspace? Hiện tại chưa có hướng dẫn nhưng sử dụng cũng đơn giản như dùng Gmail bình thường thôi bạn.,
Có hướng dẫn sử dụng Workschat/workplace không các anh?,"Hướng dẫn login Workplace/Workchat bằng account mới:

- Khi nhận được email fpt.com là bạn sẽ bị phải login Workchat/Workplace bằng account mới
- Bạn mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account"" > “Use another account” để đăng nhập thêm account mới
- Bạn sẽ log in bằng account mới thành công
- Bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
Dữ liệu WorkChat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. Về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

Nếu vẫn gặp khó khăn trong quá trình login Workchat trên điện thoại, bạn có thể thử:
- Truy cập link sau (lưu ý: trên iPhone phải dùng Safari, trên Android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf",
"Account mới dùng làm gì nhỉ, có dùng song song cả 2 được không?","Bạn có thể dùng song song 2 account đến 13/9/2023. Sau ngày 13/9/2023 account cũ (fpt.com.vn) sẽ không gửi ra ngoài được nữa. Nếu vì lý do đặc biệt, bạn cần duy trì việc gửi ra từ account cũ, vui lòng liên hệ nhân sự để được cấp quyền (tạo ticket SSC)",
"Tôi có đồng bộ danh bạ và các thiết lập Email của người dùng sang tài khoản @fpt.com chưa?
","Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Tại sao có email tôi đã thả vào thư mục rồi mà nó vẫn nằm ở chỗ khác?,"Cấu trúc thư mục được giữ nguyên. Tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục trên account cũ, hệ thống có thể không cập nhật được.",
Dung lượng lưu trữ trên email mới của tôi là bao nhiêu?,Dung lượng lưu trữ trên email mới tương đương với dung lượng trên email cũ,
Những dịch vụ nào sẽ bị ảnh hưởng sau khi chuyển email ?,Tất cả những dịch vụ có sử dụng email làm phương thức xác thực đều sẽ bị ảnh hưởng bởi việc chuyển đổi này. ,
Khi có thắc mắc thì gặp ai trả lời?,"Vui lòng cung cấp thông tin cụ thể hơn. Khó khăn bạn gặp phải là gì? Ví dụ không đổi được mật khẩu, không gửi được email, không login được Workchat...",
"Filter Rule mail, và các thư mục có bị mất không các anh !? Nếu mất thì ntn ạ","Các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. Email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để tra lại các mail chưa được chuyển. Phần calendar và rule mail người dùng chủ động tạo lại từ đầu.",
"Tôi bị đổi tên, login vào inside có đổi theo không?",Inside không sử dụng account email để xác thực nên không bị ảnh hưởng.,
"FPT đã thông báo đầy đủ về lịch trình chuyển đổi cho người dùng và các bên liên quan chưa?
","FTEL sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức FoxNews. Mọi hỗ trợ kỹ thuật vui lòng liên hệ qua WorkChat ""FTEL IT Support"" tại https://fpt.workplace.com/chat/t/106694372414376",
Tại sao có email tôi xóa rồi sao bây giờ vẫn thấy ở đây nhỉ?,"Cấu trúc thư mục được giữ nguyên. Tuy nhiên nếu trong thời gian chuyển đổi, người dùng thay đổi cấu trúc thư mục/hoặc xoá mail trên account cũ, hệ thống có thể không cập nhật được.",
Tôi có thể sử dụng đồng thời cả email cũ và email mới không? Nếu có thể thì trong bao lâu?,"Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau thời gian này, tài khoản cũ sẽ được thu hồi.Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ.",
Email và tài liệu có trên email cũ sẽ xử lý như thế nào ?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Tại sao email của tôi lại là Gmail?,Trong dự án chuyển đổi account fpt.com.vn sang fpt.com sẽ có một số đơn vị thuộc khối Công nghệ Hạ tầng sử dụng dịch vụ Google Workspace thay cho Office 365.,
Nếu dữ liệu của em không đủ thì sao các anh?,"Các email của năm 2023 sẽ được hệ thống tự động chuyển trước để người dùng thuận tiện làm việc. Các email của những năm trước sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các email chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần Calendar và Rules filter email người dùng phải chủ động tạo lại từ đầu.",
Tôi không nhận được thông báo password?,Pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. Password sẽ được BDA gửi tự động từ hệ thống Akabot-SSC (từ địa chỉ email fim.bot@fpt.com.vn). Do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.,
FPT đã cung cấp hỗ trợ kỹ thuật cho người dùng khi gặp vấn đề về tài khoản Email @fpt.com không?,"FTEL sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức FoxNews. Mọi hỗ trợ kỹ thuật vui lòng liên hệ qua WorkChat ""FTEL IT Support"" tại https://fpt.workplace.com/chat/t/106694372414376",
Email cũ có gửi được ra nữa không?,"Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau thời gian này, tài khoản cũ sẽ được thu hồi.",
Tôi có thể liên hệ với ai để được giải đáp các thắc mắc liên quan đến email mới?,Anh/chị có thể gửi những thắc mắc liên quan đến email mới tại hệ thống chat bot này.,
"Tôi không gửi được email ra bên ngoài (Yahoo, Gmail)","Ở thời điểm hiện tại có một số policy chưa cho  phép người dùng gửi mail đến các dịch vụ mail free như Yahoo, Gmail. Vui lòng tổng hợp danh sách các account chưa gửi được và thông tin lại cho cán bộ admin/HCNS nhân sự của từng đơn vị để báo ban nhân sự liên hệ FIM xử lý.",Xem lại
"Làm thế nào để reset authenticator, otp email?","Để reset authenticator của account fpt.com, anh/chị vui lòng tạo ticket trên SSC, mục Reset OTP Email để được hỗ trợ:
https://ssc.fpt.net/secure/SSC01CreateTicket.jspa?processId=1066&catalogId=11&issueKeys",
Làm thế nào để xem email cũ (fpt.com.vn)?,"Các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. Email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để tra lại các mail chưa được chuyển. Phần calendar và rule mail người dùng chủ động tạo lại từ đầu.",
Account mới fpt.com của tôi đăng nhập vào Team không thấy gì cả?,"Do đặc thù của MS Teams và việc chuyển đổi này, nội dung chat của FPT và các CTTV (trừ FSoft) sẽ chỉ còn ở hệ thống cũ, FPT sẽ duy trì hệ thống này tới 13/09/2023. Cán bộ nhân viên chủ động copy dữ liệu về, tự tạo các group chat mới và duy trì công việc hiện tại",
Sao tôi đổi password mãi không được?,"Vui lòng đọc kỹ hướng dẫn đổi mật khẩu cho account fpt.com tại: https://ess.fpt.com/account/change-password
Lưu ý không dùng lại mật khẩu cũ và nếu vừa đổi mật khẩu thì phải đợi 3 ngày sau mới được đổi tiếp",
Tôi không muốn forward email cũ sang hòm mail mới này nữa?,"Người dùng có thể dừng forward sang hòm mail mới như sau:
Đăng nhập vào tài khoản Outlook 365 bằng email cũ của bạn.
Nhấp vào biểu tượng bánh răng ở góc trên cùng bên phải của trang và chọn ""Xem tất cả các cài đặt Outlook"".
Chọn ""Email"" ở thanh bên trái.
Tìm và chọn ""Chuyển tiếp"".
Chọn ""Tắt chuyển tiếp"" và nhấp vào nút ""Lưu"" để lưu các thay đổi của bạn.","Admin set người dùng có thay đổi được không???
Người dùng thay đổi đc ạ"
Onedrive của tôi không nhìn thấy các file?,Dữ liệu trên OneDrive cá nhân sẽ do người dùng chủ động thực hiện chuyển đổi. Hiện tại chưa có tool migrate việc phân quyền này nên người dùng tự đối chiếu phân quyền cũ và cấu hình phân quyền truy nhập File/folder cho OneDrive/ Google Drive mới. Tham khảo hướng dẫn chuyển dữ liệu OneDrive sang account mới tại https://foxnews.fpt.vn/huong-dan-chuyen-doi-du-lieu-onedrive-tu-fpt-com-vn-sang-fpt-com/,
sau khi đổi password không login được ?,"Sau khi đổi password email, anh/chị vui lòng đợi từ 5-10 phút để hệ thống cập nhật cấu hình. Nếu vẫn không login được, anh/chị vui lòng gửi thông tin đến admin/cán bộ HCNS của đơn vị để nhờ hỗ trợ reset lại password email của anh/chị.",
Account mới của tôi không vào được Sharepoint để làm việc?,"Các dữ liệu trên Sharepoint sẽ được chuyển sang hệ thống mới sau. Trong giai đoạn này, bạn vui lòng dùng account cũ để làm việc trên Sharepoint. Admin của site Sharepoint sẽ liên hệ với IT để được hướng dẫn, hỗ trợ chuyển đổi.",
Cài Outlook thế nào bây giờ nhỉ?,Việc cài đặt outlook giống như đã làm với account fpt.com.vn cũ,
Tôi có thể giữ email cũ fpt.com.vn trong bao lâu,"Tài email khoản cũ (@fpt.com.vn) chỉ được phép nhận email và duy trì trong 2 năm tính từ 13/9/2023. Sau thời gian này, tài khoản cũ sẽ được thu hồi.",
Email mới login trên điện thoại không được. Phải làm sao,"Vui lòng đăng nhập thử trên webmail trước bằng URL sau: https://portal.office.com/.
Sau đó thử cấu hình lại account mới trên điện thoại.",
"Tôi không login được vào các ứng dụng ePayment, ePurchase, myFPT, SSC, ticket, SCM, FTELSCM...","Sau khi chuyển đổi account, nếu không login được các dịch vụ/ứng dụng như ePayment, ePurchase, myFPT, SSC, ticket, SCM, FTELSCM... anh/chị vui lòng liên hệ quản trị viên của các dịch vụ/ứng dụng trên để được hỗ trợ.",
Hiện em vẫn chưa nhận được mail báo chuyển đổi sang domain mới. Anh/chị check giúp em với ạ.,Pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. Password sẽ được BDA gửi tự động từ hệ thống Akabot-SSC (từ địa chỉ email fim.bot@fpt.com.vn). Do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.,
Hiện tại account mới của mình không login được Office 365 nhờ anh chị support giúp ạ.,"Vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- Mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account""
- Log in lại bằng account mới",Viết thêm nếu không được thì làm gì tiếp
Em nhập đúng mật khẩu mà không vào được !? Liên hệ ai thế các anh,"Vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- Mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account""
- Log in lại bằng account mới",
"Hiện tại account mới của mình không login được nhờ anh chị support giúp ạ.
","Vui lòng kiểm tra đúng user và password mới trước khi đăng nhập.
- Mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account""
- Log in lại bằng account mới",
Group mail có thay đổi ko? cần phải tạo mới group mail và xóa group fpt.com.vn ko?,"Group được giữ nguyên, email được đổi đuôi sang FPT.COM",
"em có 2 nhân viên vẫn chưa nhận được mail hướng dẫn chuyển đổi sang domain mới, mong team check giúp em ạ?","Pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. Password sẽ được BDA gửi tự động từ hệ thống Akabot-SSC (từ địa chỉ email fim.bot@fpt.com.vn). Do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.FTEL sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức FoxNews. Mọi hỗ trợ kỹ thuật vui lòng liên hệ qua WorkChat ""FTEL IT Support"" tại https://fpt.workplace.com/chat/t/106694372414376",
Hiện tại mình bị lỗi phần quét mã QR khi login account với outlook và SET-UP MFA cho account mới?,"Vui lòng kiểm tra đúng user và password mới trước khi đăng nhập. Thoát ra ngoài (nút back hoặc đóng hẳn tab của trình duyệt) và thử lại. Lưu ý mã QR chỉ có hiệu lực trong 1 phút. Bạn phải dùng Microsoft Authenticator để quét QR:
https://www.microsoft.com/en-us/security/mobile-authenticator-app",
Tôi không vào được Workplace?,"Hướng dẫn login Workplace/Workchat bằng account mới:

- Khi nhận được email fpt.com là bạn sẽ bị phải login Workchat/Workplace bằng account mới
- Bạn mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account"" > “Use another account” để đăng nhập thêm account mới
- Bạn sẽ log in bằng account mới thành công
- Bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
Dữ liệu WorkChat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. Về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

Nếu vẫn gặp khó khăn trong quá trình login Workchat trên điện thoại, bạn có thể thử:
- Truy cập link sau (lưu ý: trên iPhone phải dùng Safari, trên Android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf",
Mình dùng account mới để đăng nhập workplace không được (Mình đã thử xóa cookie của trình duyệt vẫn không được ạ.) nên nhờ IT hỗ trợ với ạ?,"Hướng dẫn login Workplace/Workchat bằng account mới:

- Khi nhận được email fpt.com là bạn sẽ bị phải login Workchat/Workplace bằng account mới
- Bạn mở trình duyệt và truy nhập vào https://office.com/
- Bấm vào avatar của bạn ở góc trên bên phải, chọn ""Sign in with a different account"" > “Use another account” để đăng nhập thêm account mới
- Bạn sẽ log in bằng account mới thành công
- Bạn mở tab mới trên trình duyệt web đó, truy nhập vào https://fpt.workplace.com/ để đăng nhập với account mới
Dữ liệu WorkChat là nội dung chat sẽ được chuyển tự động và gán đúng cho user account mới của từng người. Về cơ bản, user chỉ thay đổi xác thực bằng account email mới, dữ liệu chat vẫn được giữ nguyên.

Nếu vẫn gặp khó khăn trong quá trình login Workchat trên điện thoại, bạn có thể thử:
- Truy cập link sau (lưu ý: trên iPhone phải dùng Safari, trên Android dùng trình duyệt mặc định) để sign-out khỏi account cũ (fpt.com.vn) và đăng nhập lại bằng account mới
https://login.microsoftonline.com/logout.srf",
"Hiện tại em đang update để add mã QR cho acc mới của linhtn25 vào Authenicator nhưng khi quét mã thì thấy báo mã không hợp lệ nhờ mọi người hỗ trợ ạ?
","Vui lòng kiểm tra đúng user và password mới trước khi đăng nhập. Thoát ra ngoài (nút back hoặc đóng hẳn tab của trình duyệt) và thử lại. Lưu ý mã QR chỉ có hiệu lực trong 1 phút. Bạn phải dùng Microsoft Authenticator để quét QR:
https://www.microsoft.com/en-us/security/mobile-authenticator-app",
Sau khi chuyển đổi doiman fpt.com.vn sang fpt.com thì em bị mất quyền vào Power Bi.,"Sau khi chuyển đổi domain fpt.com.vn sang fpt.com mà bị mất quyền vào Power Bi hoặc bất kỳ ứng dụng nào khác, anh/chị vui lòng mô tả cụ thể thông tin vào ticket theo đường dẫn sau:
https://ssc.fpt.net/secure/SSC01CreateTicket.jspa?processId=332&catalogId=11&issueKeys=",Cái này xem lại
Tôi muốn đổi mật khẩu hoặc unlock account thì làm thế nào?,Địa chỉ trang web đổi mật khẩu và unlock account: https://ess.fpt.com,
Account mới của tôi là gì?,Pasword của account mới sẽ được gửi đến người dùng trước ngày 08/05/2023. Password sẽ được BDA gửi tự động từ hệ thống Akabot-SSC (từ địa chỉ email fim.bot@fpt.com.vn). Do hệ thống gửi chậm nên bạn vui lòng chờ đợi thêm.,
